HG01134	A
HG01136	B
HG01137	B
HG01139	A
HG01140	B
HG01142	B
HG01148	B
HG01149	B
HG01250	A
HG01251	A
HG01253	B
HG01254	B
HG01256	A
HG01257	B
HG01259	A
HG01260	L0
HG01269	B
HG01271	A
HG01272	M
HG01275	A
HG01277	B
HG01280	A
HG01281	A
HG01284	A
HG01341	C
HG01342	A
HG01344	B
HG01345	B
HG01348	A
HG01350	A
HG01351	A
HG01353	B
HG01354	A
HG01356	A
HG01357	A
HG01359	A
HG01360	B
HG01362	L3
HG01363	L2
HG01365	L3
HG01366	B
HG01369	C
HG01372	A
HG01374	A
HG01375	A
HG01377	B
HG01378	L1
HG01383	A
HG01384	A
HG01389	L1
HG01390	B
HG01431	A
HG01432	B
HG01435	C
HG01437	B
HG01438	T
HG01440	A
HG01441	D
HG01443	A
HG01444	B
HG01447	A
HG01455	B
HG01456	L3
HG01459	A
HG01461	C
HG01462	C
HG01464	L2
HG01465	B
HG01468	A
HG01474	A
HG01479	B
HG01485	T
HG01486	A
HG01488	B
HG01489	H
HG01491	B
HG01492	A
HG01494	B
HG01495	A
HG01497	B
HG01498	B
HG01550	B
HG01551	L3
HG01556	C
HG02922	L2
HG02923	L3
HG02938	L3
HG02941	L2
HG02943	L3
HG02944	L3
HG02946	L3
HG02947	L3
HG02952	L2
HG02953	L3
HG02968	L3
HG02970	L2
HG02971	L0
HG02973	L3
HG02974	L1
HG02976	L3
HG02977	L2
HG02979	L2
HG02981	L0
HG03099	L1
HG03100	L3
HG03103	L1
HG03105	L3
HG03108	L3
HG03109	L1
HG03111	L3
HG03112	L1
HG03114	L2
HG03115	L3
HG03117	L2
HG03118	L3
HG03120	L1
HG03121	L2
HG03123	L2
HG03124	L3
HG03126	L3
HG03127	L0
HG03129	L3
HG03130	L2
HG03132	L2
HG03133	L1
HG03135	L2
HG03136	L1
HG03139	L4
HG03157	L2
HG03159	L2
HG03160	L3
HG03162	L3
HG03163	L2
HG03166	L1
HG03168	L1
HG03169	L2
HG03172	L3
HG03175	L3
HG03189	L4
HG03190	L3
HG03193	L3
HG03195	L3
HG03196	L3
HG03198	L3
HG03199	L2
HG03202	L2
HG03265	L3
HG03267	L0
HG03268	L0
HG03270	L1
HG03271	L1
HG03279	L2
HG03280	L3
HG03291	L2
HG03294	L3
HG03295	L1
HG03297	L2
HG03298	L0
HG03300	L1
HG03301	L3
HG03303	L3
HG03304	L3
HG03311	L1
HG03313	L1
HG03342	L2
HG03343	L1
HG03351	L1
HG03352	L3
HG03354	L2
HG03363	L1
HG03366	L3
HG03367	L2
HG03369	L3
HG03370	L3
HG03372	L3
HG03499	L1
HG03511	L3
HG03514	L2
HG03515	L2
HG03517	L0
HG03518	L3
HG03520	L3
HG03521	L3
HG00171	V
HG00173	U
HG00174	U
HG00176	U
HG00177	K
HG00178	H
HG00179	H
HG00180	H
HG00181	U
HG00182	H
HG00183	H
HG00185	K
HG00186	U
HG00187	U
HG00188	U
HG00189	H
HG00190	H
HG00266	H
HG00267	U
HG00268	U
HG00269	H
HG00271	U
HG00272	H
HG00273	U
HG00274	U
HG00275	U
HG00276	J
HG00277	U
HG00278	H
HG00280	X
HG00281	U
HG00282	V
HG00284	U
HG00285	U
HG00288	U
HG00290	U
HG00304	H
HG00306	U
HG00308	W
HG00309	H
HG00310	H
HG00311	U
HG00313	H
HG00315	J
HG00318	H
HG00319	H
HG00320	U
HG00321	U
HG00323	V
HG00324	H
HG00325	H
HG00326	K
HG00327	H
HG00328	H
HG00329	I
HG00330	U
HG00331	K
HG00332	J
HG00334	J
HG00335	H
HG00336	W
HG00337	T
HG00338	J
HG00339	U
HG00341	U
HG00342	H
HG00343	H
HG00344	T
HG00345	V
HG00346	K
HG00349	K
HG00350	H
HG00351	U
HG00353	H
HG00355	J
HG00356	T
HG00357	U
HG00358	U
HG00360	H
HG00361	H
HG00362	H
HG00364	U
HG00365	H
HG00366	H
HG00367	U
HG00368	U
HG00369	I
HG00371	X
HG00372	H
HG00373	U
HG00375	J
HG00376	U
HG00378	H
HG00379	U
HG00380	H
HG00381	H
HG00382	H
HG00383	H
HG00384	U
HG00096	H
HG00097	T
HG00099	H
HG00100	X
HG00101	J
HG00102	H
HG00103	J
HG00105	H
HG00106	J
HG00107	J
HG00108	X
HG00109	U
HG00110	H
HG00111	H
HG00112	H
HG00113	X
HG00114	U
HG00115	T
HG00116	U
HG00117	J
HG00118	H
HG00119	T
HG00120	J
HG00121	K
HG00122	U
HG00123	H
HG00125	H
HG00126	H
HG00127	H
HG00128	K
HG00129	H
HG00130	X
HG00131	H
HG00132	U
HG00133	H
HG00136	T
HG00137	H
HG00138	H
HG00139	H
HG00140	H
HG00141	T
HG00142	U
HG00143	H
HG00145	U
HG00146	U
HG00148	W
HG00149	H
HG00150	H
HG00151	H
HG00154	I
HG00155	U
HG00157	H
HG00158	H
HG00159	H
HG00160	U
HG00231	W
HG00232	H
HG00233	H
HG00234	T
HG00235	J
HG00236	K
HG00237	H
HG00238	U
HG00239	H
HG00240	U
HG00242	U
HG00243	K
HG00244	X
HG00245	H
HG00246	T
HG00250	U
HG00251	H
HG00252	H
HG00253	I
HG00254	H
HG00255	U
HG00256	H
HG00257	J
HG00258	J
HG00259	T
HG00260	U
HG00261	J
HG00262	T
HG00263	U
HG00264	H
HG00265	T
HG01334	K
HG01789	H
HG01790	H
HG01791	U
HG02215	H
NA20845	M
NA20846	M
NA20847	R
NA20849	M
NA20850	H
NA20851	W
NA20852	R
NA20853	M
NA20854	U
NA20856	R
NA20858	W
NA20859	R
NA20861	R
NA20862	U
NA20863	R
NA20864	M
NA20866	U
NA20867	H
NA20868	R
NA20869	M
NA20870	H
NA20872	H
NA20874	M
NA20875	U
NA20876	M
NA20877	R
NA20878	M
NA20881	M
NA20882	M
NA20884	R
NA20885	M
NA20886	X
NA20887	U
NA20888	M
NA20889	U
NA20890	T
NA20891	M
NA20892	R
NA20894	M
NA20895	M
NA20896	H
NA20897	M
NA20899	R
NA20900	M
NA20901	T
NA20902	R
NA20903	L2
NA20904	U
NA20905	M
NA20906	M
NA20908	M
NA20910	K
NA20911	M
NA21086	R
NA21087	R
NA21088	R
NA21089	R
NA21090	M
NA21091	R
NA21092	M
NA21093	R
NA21094	R
NA21095	U
NA21097	U
NA21098	H
NA21099	R
NA21100	M
NA21101	M
NA21102	R
NA21103	M
NA21104	M
NA21105	R
NA21106	R
NA21107	U
NA21108	U
NA21109	M
NA21110	R
NA21111	U
NA21112	H
NA21113	U
NA21114	M
NA21115	R
NA21116	M
NA21117	R
NA21118	L3
NA21119	U
NA21120	M
NA21122	M
NA21123	R
NA21124	M
NA21125	M
NA21126	J
NA21127	M
NA21128	M
NA21129	R
NA21130	U
NA21133	M
NA21135	M
NA21137	R
NA21141	R
NA21142	L3
NA21143	M
NA21144	R
HG02461	L3
HG02462	L2
HG02464	L3
HG02465	L3
HG02561	L1
HG02562	L1
HG02568	L2
HG02570	L4
HG02571	L1
HG02573	L3
HG02574	L3
HG02582	L3
HG02583	L3
HG02585	L3
HG02586	L3
HG02588	L2
HG02589	L1
HG02594	L3
HG02595	L2
HG02610	L3
HG02611	L1
HG02613	L3
HG02614	L3
HG02620	L2
HG02621	U
HG02623	L3
HG02624	L2
HG02628	L3
HG02629	L2
HG02634	L3
HG02635	L1
HG02642	L2
HG02643	L2
HG02645	L2
HG02646	L1
HG02666	L3
HG02667	L2
HG02675	L3
HG02676	L2
HG02678	L1
HG02679	L2
HG02702	L3
HG02703	L2
HG02715	L2
HG02716	L2
HG02721	L3
HG02722	L3
HG02756	L2
HG02757	L2
HG02759	L2
HG02760	L2
HG02763	U
HG02768	L3
HG02769	L3
HG02771	L3
HG02772	L1
HG02798	L3
HG02799	L2
HG02804	L2
HG02805	L3
HG02807	L3
HG02808	L2
HG02810	L3
HG02811	L1
HG02813	L3
HG02814	L2
HG02816	U
HG02817	L3
HG02819	L2
HG02820	L1
HG02836	L2
HG02837	L2
HG02839	L3
HG02840	L1
HG02851	L2
HG02852	L2
HG02854	L3
HG02855	L1
HG02860	L2
HG02861	L2
HG02870	L2
HG02878	L2
HG02879	L2
HG02881	L2
HG02882	L2
HG02884	U
HG02885	L2
HG02887	L2
HG02888	L2
HG02890	L3
HG02891	L1
HG02895	L2
HG02896	L2
HG02982	L2
HG02983	L1
HG03024	L3
HG03025	L3
HG03027	L3
HG03028	L2
HG03039	L3
HG03040	L3
HG03045	L3
HG03046	L2
HG03048	L2
HG03049	L2
HG03240	L2
HG03241	L3
HG03246	L3
HG03247	L3
HG03258	U
HG03259	L4
HG03538	U
HG03539	L2
HG01500	H
HG01501	H
HG01503	H
HG01504	H
HG01506	H
HG01507	H
HG01509	H
HG01510	H
HG01512	J
HG01513	H
HG01515	H
HG01516	H
HG01518	J
HG01519	H
HG01521	H
HG01522	H
HG01524	U
HG01525	H
HG01527	I
HG01528	H
HG01530	U
HG01531	N
HG01536	K
HG01537	K
HG01602	J
HG01603	U
HG01605	K
HG01606	H
HG01607	L1
HG01608	H
HG01610	U
HG01612	U
HG01613	H
HG01615	U
HG01617	K
HG01618	T
HG01619	H
HG01620	V
HG01623	H
HG01624	H
HG01625	U
HG01626	T
HG01628	U
HG01630	H
HG01631	H
HG01632	T
HG01668	H
HG01669	U
HG01670	U
HG01672	H
HG01673	U
HG01675	K
HG01676	H
HG01678	H
HG01679	H
HG01680	V
HG01682	H
HG01684	T
HG01685	K
HG01686	V
HG01694	J
HG01695	H
HG01697	T
HG01699	H
HG01700	V
HG01702	T
HG01704	V
HG01705	U
HG01707	U
HG01708	H
HG01709	H
HG01710	H
HG01746	U
HG01747	H
HG01756	H
HG01757	U
HG01761	L3
HG01762	U
HG01765	H
HG01766	N
HG01767	V
HG01768	H
HG01770	H
HG01771	H
HG01773	H
HG01775	U
HG01776	H
HG01777	H
HG01779	H
HG01781	R
HG01783	H
HG01784	H
HG01785	H
HG01786	H
HG02219	H
HG02220	K
HG02221	U
HG02223	H
HG02224	H
HG02230	H
HG02231	H
HG02232	T
HG02233	H
HG02235	T
HG02236	H
HG02238	H
HG02239	H
HG03713	M
HG03714	R
HG03716	M
HG03717	M
HG03718	M
HG03720	M
HG03722	M
HG03727	I
HG03729	R
HG03730	M
HG03731	M
HG03742	U
HG03770	R
HG03771	M
HG03772	M
HG03773	M
HG03774	M
HG03775	M
HG03777	U
HG03778	W
HG03779	M
HG03780	U
HG03781	M
HG03782	M
HG03784	T
HG03785	W
HG03786	W
HG03787	M
HG03788	R
HG03789	R
HG03790	R
HG03792	M
HG03861	U
HG03862	U
HG03863	M
HG03864	R
HG03866	M
HG03867	M
HG03868	J
HG03869	M
HG03870	M
HG03871	M
HG03872	R
HG03873	H
HG03874	R
HG03875	M
HG03882	M
HG03960	U
HG03963	M
HG03965	R
HG03967	M
HG03968	M
HG03969	M
HG03971	M
HG03973	R
HG03974	M
HG03976	M
HG03977	M
HG03978	M
HG04001	M
HG04002	U
HG04014	K
HG04015	M
HG04017	M
HG04018	R
HG04019	M
HG04020	M
HG04022	M
HG04023	T
HG04025	T
HG04026	W
HG04054	M
HG04056	U
HG04059	M
HG04060	M
HG04061	R
HG04062	M
HG04063	M
HG04070	M
HG04076	M
HG04080	M
HG04090	M
HG04093	T
HG04094	M
HG04096	M
HG04098	U
HG04118	U
HG04198	M
HG04200	U
HG04202	M
HG04206	M
HG04209	M
HG04211	M
HG04212	U
HG04214	U
HG04216	M
HG04219	M
HG04222	U
HG04225	H
HG04235	M
HG04238	N
HG04239	W
NA18939	A
NA18940	M
NA18941	N
NA18942	Z
NA18943	M
NA18944	D
NA18945	D
NA18946	D
NA18947	F
NA18948	B
NA18949	B
NA18950	M
NA18951	D
NA18952	M
NA18953	M
NA18954	B
NA18956	M
NA18957	D
NA18959	D
NA18960	N
NA18961	B
NA18962	G
NA18963	G
NA18964	A
NA18965	M
NA18966	D
NA18967	D
NA18968	D
NA18969	M
NA18970	F
NA18971	B
NA18972	D
NA18973	N
NA18974	Y
NA18975	B
NA18976	N
NA18977	D
NA18978	D
NA18979	A
NA18980	D
NA18981	D
NA18982	B
NA18983	D
NA18984	B
NA18985	B
NA18986	A
NA18987	D
NA18988	N
NA18989	B
NA18990	G
NA18991	N
NA18992	D
NA18993	D
NA18994	M
NA18995	D
NA18997	A
NA18998	D
NA18999	M
NA19000	D
NA19001	M
NA19002	D
NA19003	G
NA19004	D
NA19005	Z
NA19006	D
NA19007	G
NA19009	B
NA19010	D
NA19011	M
NA19012	A
NA19054	D
NA19055	N
NA19056	D
NA19057	D
NA19058	G
NA19059	F
NA19060	G
NA19062	G
NA19063	D
NA19064	F
NA19065	B
NA19066	D
NA19067	G
NA19068	D
NA19070	D
NA19072	Z
NA19074	D
NA19075	M
NA19076	D
NA19077	B
NA19078	F
NA19079	N
NA19080	G
NA19081	D
NA19082	N
NA19083	G
NA19084	Z
NA19085	D
NA19086	D
NA19087	D
NA19088	B
NA19089	D
NA19090	M
NA19091	F
HG01595	F
HG01596	M
HG01597	F
HG01598	F
HG01599	M
HG01600	F
HG01840	M
HG01841	M
HG01842	F
HG01843	M
HG01844	D
HG01845	B
HG01846	M
HG01847	F
HG01848	B
HG01849	F
HG01850	B
HG01851	M
HG01852	D
HG01853	F
HG01855	N
HG01857	F
HG01858	F
HG01859	B
HG01860	F
HG01861	M
HG01862	F
HG01863	B
HG01864	B
HG01865	R
HG01866	B
HG01867	F
HG01868	B
HG01869	R
HG01870	B
HG01871	M
HG01872	R
HG01873	F
HG01874	R
HG01878	B
HG02016	M
HG02017	R
HG02019	M
HG02020	R
HG02023	F
HG02025	M
HG02026	Y
HG02028	M
HG02029	F
HG02031	M
HG02032	N
HG02035	R
HG02040	N
HG02047	B
HG02048	M
HG02049	B
HG02050	F
HG02057	M
HG02058	B
HG02060	M
HG02061	R
HG02064	B
HG02067	M
HG02069	B
HG02070	M
HG02072	R
HG02073	F
HG02075	M
HG02076	B
HG02078	B
HG02079	M
HG02081	M
HG02082	F
HG02084	M
HG02085	M
HG02086	B
HG02087	R
HG02088	M
HG02113	F
HG02116	C
HG02121	M
HG02122	R
HG02127	M
HG02128	F
HG02130	F
HG02131	F
HG02133	F
HG02134	B
HG02136	F
HG02137	M
HG02138	B
HG02139	A
HG02140	B
HG02141	M
HG02142	M
HG02512	F
HG02513	F
HG02521	N
HG02522	M
NA19017	L3
NA19019	L5
NA19020	L3
NA19023	L2
NA19024	L2
NA19025	M
NA19026	L3
NA19027	L0
NA19028	L2
NA19030	L3
NA19031	L0
NA19035	L3
NA19036	L3
NA19037	L3
NA19038	L3
NA19041	L1
NA19042	L0
NA19043	L5
NA19307	L3
NA19308	L5
NA19309	L3
NA19310	L3
NA19312	L0
NA19314	L0
NA19315	L3
NA19316	L3
NA19317	L5
NA19318	L5
NA19319	L3
NA19320	L3
NA19321	L3
NA19323	L1
NA19324	L3
NA19327	L0
NA19328	L0
NA19331	L3
NA19332	L5
NA19334	L3
NA19338	L3
NA19346	L3
NA19347	L3
NA19350	L0
NA19351	L2
NA19355	L3
NA19360	L3
NA19372	L3
NA19374	L5
NA19375	L3
NA19376	L2
NA19377	L3
NA19378	L1
NA19379	L0
NA19380	L3
NA19383	L4
NA19384	L3
NA19385	L1
NA19390	L1
NA19391	L3
NA19393	L2
NA19394	L2
NA19395	L2
NA19397	L3
NA19399	L3
NA19401	L3
NA19403	L2
NA19404	L5
NA19428	L3
NA19429	L3
NA19430	L0
NA19431	L1
NA19434	L4
NA19435	L4
NA19436	L3
NA19437	L3
NA19438	L3
NA19439	L3
NA19440	L0
NA19443	L2
NA19445	L4
NA19446	L3
NA19448	L0
NA19449	L0
NA19451	L3
NA19452	L2
NA19454	L0
NA19455	L5
NA19456	L3
NA19457	L3
NA19461	L5
NA19462	L1
NA19463	L4
NA19466	L0
NA19467	L0
NA19468	L3
NA19471	L1
NA19472	L3
NA19473	L3
NA19474	L0
NA19475	L3
HG03052	L1
HG03054	L3
HG03055	L3
HG03057	L1
HG03058	L1
HG03060	U
HG03061	L3
HG03063	L0
HG03064	L2
HG03066	L1
HG03069	L2
HG03072	L2
HG03073	L1
HG03074	L2
HG03077	L1
HG03078	L2
HG03079	L1
HG03081	L3
HG03082	L3
HG03084	L0
HG03085	L2
HG03086	L3
HG03088	L2
HG03091	L2
HG03095	L3
HG03096	L1
HG03097	L2
HG03209	L2
HG03212	L3
HG03224	L3
HG03225	L2
HG03376	L2
HG03378	L3
HG03380	L1
HG03382	L2
HG03385	L1
HG03388	L2
HG03391	L1
HG03394	L3
HG03397	L1
HG03401	L2
HG03410	L2
HG03419	L3
HG03428	L2
HG03432	L2
HG03433	L2
HG03436	L1
HG03437	L2
HG03439	L3
HG03442	L1
HG03445	L3
HG03446	L3
HG03449	L2
HG03451	L2
HG03452	L2
HG03455	L2
HG03457	L2
HG03458	L4
HG03460	L2
HG03461	L2
HG03464	L1
HG03469	L1
HG03470	L1
HG03472	L2
HG03473	L2
HG03476	L2
HG03478	L3
HG03479	U
HG03484	L2
HG03485	L2
HG03547	L2
HG03548	L2
HG03556	L3
HG03557	L2
HG03558	L3
HG03559	L3
HG03563	L2
HG03565	L3
HG03567	L3
HG03571	L2
HG03572	L3
HG03575	L2
HG03577	L3
HG03578	L2
HG03583	L3
NA19648	H
NA19649	B
NA19651	A
NA19652	U
NA19654	B
NA19655	H
NA19657	C
NA19658	C
NA19661	D
NA19663	A
NA19664	A
NA19669	B
NA19670	A
NA19676	A
NA19678	A
NA19679	U
NA19681	B
NA19682	H
NA19684	B
NA19716	D
NA19717	C
NA19719	D
NA19720	A
NA19722	A
NA19723	A
NA19725	V
NA19726	C
NA19728	D
NA19729	A
NA19731	B
NA19732	C
NA19734	B
NA19735	B
NA19740	A
NA19741	D
NA19746	A
NA19747	D
NA19749	B
NA19750	H
NA19752	D
NA19755	D
NA19756	A
NA19758	A
NA19759	D
NA19761	B
NA19762	C
NA19764	A
NA19770	A
NA19771	B
NA19773	C
NA19774	A
NA19776	W
NA19777	A
NA19779	H
NA19780	B
NA19782	A
NA19783	A
NA19785	B
NA19786	C
NA19788	C
NA19789	A
NA19792	B
NA19794	A
NA19795	B
HG01565	A
HG01566	A
HG01571	C
HG01572	B
HG01577	D
HG01578	D
HG01892	A
HG01893	B
HG01917	D
HG01918	A
HG01920	B
HG01921	D
HG01923	B
HG01924	B
HG01926	B
HG01927	B
HG01932	C
HG01933	L2
