HG01935	A
HG01936	B
HG01938	D
HG01939	D
HG01941	B
HG01942	C
HG01944	C
HG01945	B
HG01947	C
HG01948	C
HG01950	C
HG01951	A
HG01953	B
HG01954	A
HG01961	C
HG01965	C
HG01967	B
HG01968	B
HG01970	B
HG01971	B
HG01973	B
HG01974	B
HG01976	H
HG01977	B
HG01979	B
HG01980	B
HG01982	C
HG01991	B
HG01992	B
HG01997	D
HG02002	B
HG02003	B
HG02006	L3
HG02008	D
HG02089	B
HG02090	B
HG02102	D
HG02104	B
HG02105	D
HG02146	B
HG02147	D
HG02150	B
HG02252	B
HG02253	B
HG02259	B
HG02260	A
HG02262	A
HG02265	C
HG02266	C
HG02271	B
HG02272	B
HG02274	D
HG02275	C
HG02277	B
HG02278	C
HG02285	D
HG02286	B
HG02291	A
HG02292	C
HG02298	A
HG02299	B
HG02301	A
HG02304	L3
HG02312	B
HG02345	A
HG02348	A
HG02425	B
HG01583	M
HG01586	H
HG01589	H
HG01593	R
HG02490	M
HG02491	H
HG02493	M
HG02494	U
HG02597	M
HG02600	R
HG02601	M
HG02603	U
HG02604	T
HG02648	U
HG02649	T
HG02651	H
HG02652	H
HG02654	M
HG02655	M
HG02657	R
HG02658	M
HG02660	M
HG02661	H
HG02681	M
HG02682	F
HG02684	M
HG02685	M
HG02687	M
HG02688	M
HG02690	M
HG02691	M
HG02694	U
HG02696	F
HG02697	R
HG02699	M
HG02700	M
HG02724	U
HG02725	M
HG02727	M
HG02728	M
HG02731	U
HG02733	X
HG02734	W
HG02736	G
HG02737	G
HG02774	R
HG02775	U
HG02778	M
HG02780	M
HG02783	M
HG02784	M
HG02786	M
HG02787	M
HG02789	M
HG02790	R
HG02792	M
HG02793	M
HG03015	M
HG03016	M
HG03018	M
HG03019	M
HG03021	M
HG03022	M
HG03228	W
HG03229	M
HG03234	M
HG03235	H
HG03237	M
HG03238	J
HG03488	M
HG03490	F
HG03491	R
HG03619	U
HG03624	M
HG03625	T
HG03629	R
HG03631	M
HG03634	M
HG03636	M
HG03640	M
HG03649	M
HG03652	M
HG03653	U
HG03660	M
HG03663	M
HG03667	R
HG03668	M
HG03702	M
HG03703	U
HG03705	M
HG03706	R
HG03708	M
HG03709	M
HG03762	R
HG03765	M
HG03767	U
HG00551	A
HG00553	A
HG00554	L1
HG00637	A
HG00638	A
HG00640	B
HG00641	C
HG00731	A
HG00732	A
HG00734	C
HG00736	A
HG00737	C
HG00739	L3
HG00740	L1
HG00742	C
HG00743	C
HG01047	A
HG01048	C
HG01049	L0
HG01051	K
HG01052	J
HG01054	A
HG01055	U
HG01058	C
HG01060	A
HG01061	A
HG01063	L3
HG01064	A
HG01066	C
HG01067	C
HG01069	C
HG01070	C
HG01072	C
HG01073	L3
HG01075	J
HG01077	A
HG01079	B
HG01080	L1
HG01082	A
HG01083	A
HG01085	A
HG01086	C
HG01088	B
HG01089	C
HG01092	C
HG01094	U
HG01095	L3
HG01097	A
HG01098	J
HG01101	C
HG01102	C
HG01104	A
HG01105	A
HG01107	A
HG01108	L0
HG01110	A
HG01111	J
HG01161	B
HG01162	A
HG01164	B
HG01167	H
HG01168	U
HG01170	L3
HG01171	A
HG01173	H
HG01174	A
HG01176	L1
HG01177	A
HG01182	A
HG01183	A
HG01187	A
HG01188	L2
HG01190	C
HG01191	B
HG01197	U
HG01198	B
HG01200	A
HG01204	C
HG01205	L3
HG01241	L2
HG01242	L1
HG01247	L3
HG01248	C
HG01286	L2
HG01302	J
HG01303	C
HG01305	A
HG01308	J
HG01311	A
HG01312	C
HG01323	L3
HG01325	A
HG01326	L3
HG01392	C
HG01393	A
HG01395	A
HG01396	C
HG01398	A
HG01402	C
HG01403	L2
HG01405	T
HG01412	A
HG01413	A
HG01414	L3
HG03642	M
HG03643	M
HG03644	M
HG03645	R
HG03646	M
HG03672	M
HG03673	M
HG03679	R
HG03680	R
HG03681	U
HG03684	M
HG03685	R
HG03686	M
HG03687	M
HG03689	R
HG03690	M
HG03691	U
HG03692	H
HG03693	M
HG03694	U
HG03695	U
HG03696	U
HG03697	M
HG03698	N
HG03711	U
HG03733	M
HG03736	R
HG03738	R
HG03740	M
HG03741	R
HG03743	M
HG03744	J
HG03745	M
HG03746	M
HG03750	R
HG03752	M
HG03753	M
HG03754	U
HG03755	R
HG03756	M
HG03757	M
HG03760	R
HG03836	R
HG03837	R
HG03838	M
HG03844	H
HG03846	M
HG03848	M
HG03849	H
HG03850	R
HG03851	R
HG03854	R
HG03856	M
HG03857	M
HG03858	M
HG03884	M
HG03885	M
HG03886	U
HG03887	R
HG03888	A
HG03890	H
HG03894	M
HG03895	H
HG03896	M
HG03897	U
HG03898	M
HG03899	M
HG03900	H
HG03943	N
HG03944	M
HG03945	M
HG03947	R
HG03949	R
HG03950	M
HG03951	M
HG03953	H
HG03955	M
HG03985	U
HG03986	M
HG03989	M
HG03990	M
HG03991	M
HG03995	H
HG03998	H
HG03999	H
HG04003	H
HG04006	M
HG04029	R
HG04033	M
HG04035	R
HG04038	U
HG04039	H
HG04042	M
HG04047	N
HG04075	M
HG04099	U
HG04100	M
HG04106	U
HG04107	U
HG04210	M
HG04227	R
HG04229	M
NA20502	H
NA20503	W
NA20504	H
NA20505	K
NA20506	H
NA20507	T
NA20508	T
NA20509	H
NA20510	W
NA20511	H
NA20512	U
NA20513	H
NA20514	H
NA20515	U
NA20516	H
NA20517	U
NA20518	J
NA20519	H
NA20520	H
NA20521	H
NA20522	K
NA20524	D
NA20525	H
NA20527	H
NA20528	J
NA20529	T
NA20530	K
NA20531	H
NA20532	V
NA20533	H
NA20534	J
NA20535	H
NA20536	X
NA20538	H
NA20539	K
NA20540	U
NA20541	H
NA20542	T
NA20543	H
NA20544	J
NA20581	T
NA20582	H
NA20585	H
NA20586	H
NA20587	H
NA20588	H
NA20589	T
NA20752	J
NA20753	L1
NA20754	H
NA20755	H
NA20756	K
NA20757	T
NA20758	T
NA20759	K
NA20760	U
NA20761	H
NA20762	W
NA20763	H
NA20764	K
NA20765	U
NA20766	H
NA20767	H
NA20768	H
NA20769	H
NA20770	T
NA20771	H
NA20772	H
NA20773	H
NA20774	U
NA20775	T
NA20778	U
NA20783	T
NA20785	J
NA20786	U
NA20787	J
NA20790	H
NA20792	H
NA20795	H
NA20796	H
NA20797	V
NA20798	H
NA20799	H
NA20800	H
NA20801	H
NA20802	H
NA20803	H
NA20804	W
NA20805	U
NA20806	H
NA20807	U
NA20808	H
NA20809	H
NA20810	H
NA20811	H
NA20812	U
NA20813	K
NA20814	H
NA20815	H
NA20818	J
NA20819	T
NA20821	T
NA20822	U
NA20826	U
NA20827	U
NA20828	K
NA20832	H
NA18486	L1
NA18488	L3
NA18489	L2
NA18498	L1
NA18499	L3
NA18501	L1
NA18502	L3
NA18504	L3
NA18505	L2
NA18507	L1
NA18508	L3
NA18510	L0
NA18511	L2
NA18516	L2
NA18517	L2
NA18519	L2
NA18520	L3
NA18522	L2
NA18523	L2
NA18853	L3
NA18856	L2
NA18858	L3
NA18861	L0
NA18864	L3
NA18865	L3
NA18867	L3
NA18868	L2
NA18870	L2
NA18871	L3
NA18873	L3
NA18874	L2
NA18876	L0
NA18877	L0
NA18878	L2
NA18879	L4
NA18881	L3
NA18907	L3
NA18908	L2
NA18909	L3
NA18910	L2
NA18912	L2
NA18915	L1
NA18916	L3
NA18917	L1
NA18923	L1
NA18924	L1
NA18933	L1
NA18934	L3
NA19092	L3
NA19093	L2
NA19095	L2
NA19096	L2
NA19098	L3
NA19099	L2
NA19102	L2
NA19107	L3
NA19108	L2
NA19113	L3
NA19114	L3
NA19116	L2
NA19117	L2
NA19118	L3
NA19119	L3
NA19121	L3
NA19129	L2
NA19130	L2
NA19131	L1
NA19137	L0
NA19138	L3
NA19141	L3
NA19143	L3
NA19144	L3
NA19146	L2
NA19147	L3
NA19149	L2
NA19152	L2
NA19153	L3
NA19159	L3
NA19160	L3
NA19171	L3
NA19172	L3
NA19175	L3
NA19184	L3
NA19185	L2
NA19189	L2
NA19190	L1
NA19197	L2
NA19198	L1
NA19200	L3
NA19201	L2
NA19204	L3
NA19206	L1
NA19207	L1
NA19209	L2
NA19210	L1
NA19213	L3
NA19214	L3
NA19222	L3
NA19223	L1
NA19225	L2
NA19235	L3
NA19236	L3
NA19238	L3
NA19239	L2
NA19247	L2
NA19248	L2
NA19256	L1
NA19257	L3
